[25Jun2022 00:00:03.406] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:01:22.657] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:01:22.658] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:01:22.660] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:01:22.661] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:01:22.662] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:01:29.355] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:01:29.369] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:01:29.401] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:01:29.402] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:01:29.405] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:01:29.406] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:01:29.408] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:01:29.409] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:01:29.410] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:01:29.411] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:01:29.411] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:01:29.412] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:01:29.414] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:01:29.415] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:01:37.305] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:01:37.317] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:01:37.345] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:01:37.346] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:01:37.349] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:01:37.352] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:01:37.353] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:01:37.354] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:01:37.356] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:01:37.358] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:01:37.359] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:01:37.360] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:01:37.362] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:01:37.363] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:01:41.455] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:01:41.467] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:01:41.500] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:01:41.501] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:01:41.502] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:01:41.502] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:01:41.504] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:01:41.505] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:01:41.506] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:01:41.507] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:01:41.508] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:01:41.508] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:01:41.510] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:01:41.510] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:01:43.705] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:01:43.719] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:01:43.752] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:01:43.754] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:01:43.756] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:01:43.758] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:01:43.759] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:01:43.760] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:01:43.762] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:01:43.763] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:01:43.764] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:01:43.765] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:01:43.766] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:01:43.768] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:01:48.855] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:01:48.868] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:01:48.896] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:01:48.897] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:01:48.898] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:01:48.900] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:01:48.903] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:01:48.904] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:01:48.905] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:01:48.907] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:01:48.908] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:01:48.909] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:01:48.911] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:01:48.912] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:01:51.506] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:01:51.520] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:01:51.549] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:01:51.551] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:01:51.552] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:01:51.553] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:01:51.554] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:01:51.555] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:01:51.556] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:01:51.558] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:01:51.558] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:01:51.559] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:01:51.560] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:01:51.561] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:01:53.555] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:01:53.564] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:01:53.590] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:01:53.592] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:01:53.594] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:01:53.596] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:01:53.597] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:01:53.598] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:01:53.599] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:01:53.600] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:01:53.601] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:01:53.602] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:01:53.602] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:01:53.603] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:01:58.505] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:01:58.519] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:01:58.544] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:01:58.546] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:01:58.547] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:01:58.548] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:01:58.549] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:01:58.550] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:01:58.550] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:01:58.552] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:01:58.552] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:01:58.553] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:01:58.554] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:01:58.555] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:03:19.556] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:03:19.565] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:03:19.594] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:03:19.596] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:03:19.597] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:03:19.599] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:03:19.600] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:03:19.603] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:03:19.606] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:03:19.608] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:03:19.610] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:03:19.610] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:03:19.612] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:03:19.614] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:03:56.332] [main/INFO] [net.minecraft.client.gui.NewChatGui/]: [CHAT] Saved as .\local\ftbquests\saved\2022-06-25-00-03-56
[25Jun2022 00:04:00.856] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:04:00.872] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:04:00.904] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:04:00.905] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:04:00.907] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:04:00.908] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:04:00.910] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:04:00.912] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:04:00.913] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:04:00.915] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:04:00.917] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:04:00.919] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:04:00.920] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:04:00.922] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:04:05.305] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:04:05.320] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:04:05.341] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:04:05.342] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:04:05.343] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:04:05.344] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:04:05.345] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:04:05.346] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:04:05.349] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:04:05.350] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:04:05.352] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:04:05.353] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:04:05.355] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:04:05.356] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:04:14.672] [main/INFO] [net.minecraft.client.gui.NewChatGui/]: [CHAT] Saved as .\local\ftbquests\saved\2022-06-25-00-04-14
[25Jun2022 00:04:17.156] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:04:17.167] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:04:17.179] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:04:17.180] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:04:17.182] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:04:17.184] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:04:17.186] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:04:17.187] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:04:17.189] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:04:17.190] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:04:17.192] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:04:17.194] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:04:17.195] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:04:17.197] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:04:17.830] [main/INFO] [voicechat/]: Clearing audio channels
[25Jun2022 00:04:17.835] [main/INFO] [voicechat/]: Stopping microphone thread
[25Jun2022 00:04:17.843] [main/INFO] [voicechat/]: Disconnecting voicechat
